EquationID,Equation,Result,ItemID,Context,Question,Correct_answer,Target_sentence_position,Number_of_propositions,Condition,Plausibility
x1487,187 + 957 + 894 = x1487,2038,8176,The landlord leased the apartment to the tenant because the lecturer pinched the coward after the grandfather visited the motorcyclist.,Did the landlord lease the apartment to the tenant?,Yes,first,three,DativeConstruction,plausible
x1489,697 + 905 + 134 = x1489,1736,8177,The worker left the note to the colleague after the jockey stuned the coroner and the defender accused the toolmaker.,Did the worker leave the note to the colleague?,Yes,first,three,DativeConstruction,plausible
x1490,122 + 310 + 916 = x1490,1348,8177,The worker left the note to the colleague after the jockey stuned the coroner and the defender accused the toolmaker.,Did the worker leave the note to the colleague?,Yes,first,three,DativeConstruction,plausible
x1492,448 + 485 + 379 = x1492,1312,8178,The friend loaned the laptop to the guy after the art provoked the kleptomaniac but the herder targeted the landlady.,Did the friend loan the laptop to the guy?,Yes,first,three,DativeConstruction,plausible
x1493,105 + 316 + 840 = x1493,1261,8178,The friend loaned the laptop to the guy after the art provoked the kleptomaniac but the herder targeted the landlady.,Did the friend loan the laptop to the guy?,Yes,first,three,DativeConstruction,plausible
x1495,603 + 240 + 258 = x1495,1101,8179,The postman mailed the package to the recipient after the professor relieved the mover because the commissioner disparaged the pollster.,Did the postman mail the package to the recipient?,Yes,first,three,DativeConstruction,plausible
x1496,215 + 663 + 766 = x1496,1644,8179,The postman mailed the package to the recipient after the professor relieved the mover because the commissioner disparaged the pollster.,Did the postman mail the package to the recipient?,Yes,first,three,DativeConstruction,plausible
x1498,660 + 624 + 401 = x1498,1685,8180,The clark offered the discount to the customer after the russian saluted the skater when the entertainer photographed the shepherd.,Did the clerk offer the discount to the customer?,Yes,first,three,DativeConstruction,plausible
x1499,635 + 758 + 390 = x1499,1783,8180,The clark offered the discount to the customer after the russian saluted the skater when the entertainer photographed the shepherd.,Did the clerk offer the discount to the customer?,Yes,first,three,DativeConstruction,plausible
x1501,487 + 371 + 125 = x1501,983,8181,The defender beged the embalmer and the borrower owed the money to the lender but the foreman ridiculed the psychiatrist.,Did the borrower owe the money to the lender?,Yes,second,three,DativeConstruction,plausible
x1502,733 + 395 + 289 = x1502,1417,8181,The defender beged the embalmer and the borrower owed the money to the lender but the foreman ridiculed the psychiatrist.,Did the borrower owe the money to the lender?,Yes,second,three,DativeConstruction,plausible
x1504,767 + 794 + 417 = x1504,1978,8182,The custodian peeved the midwife and the student passed the assignment to the teacher when the asylum snubed the litigator.,Did the student pass the assignment to the teacher?,Yes,second,three,DativeConstruction,plausible
x1505,291 + 951 + 692 = x1505,1934,8182,The custodian peeved the midwife and the student passed the assignment to the teacher when the asylum snubed the litigator.,Did the student pass the assignment to the teacher?,Yes,second,three,DativeConstruction,plausible
x1507,843 + 410 + 876 = x1507,2129,8183,The jailor peeved the ceo and the customer paid the bill to the cashier because the mariner introduced the underwriter.,Did the customer pay the bill to the cashier?,Yes,second,three,DativeConstruction,plausible
x1508,163 + 216 + 268 = x1508,647,8183,The jailor peeved the ceo and the customer paid the bill to the cashier because the mariner introduced the underwriter.,Did the customer pay the bill to the cashier?,Yes,second,three,DativeConstruction,plausible
x1510,844 + 168 + 845 = x1510,1857,8184,The embezzler replaced the soprano and the teacher posted the letter to the friend after the bodyguard hosted the treasurer.,Did the teacher post the letter to the friend?,Yes,second,three,DativeConstruction,plausible
x1511,927 + 411 + 643 = x1511,1981,8184,The embezzler replaced the soprano and the teacher posted the letter to the friend after the bodyguard hosted the treasurer.,Did the teacher post the letter to the friend?,Yes,second,three,DativeConstruction,plausible
x1513,670 + 623 + 586 = x1513,1879,8185,The climber backed the henchman but the company promised the refund to the customer and the saleslady seduced the finn.,Did the company promise the refund to the customer?,Yes,second,three,DativeConstruction,plausible
x1514,277 + 788 + 102 = x1514,1167,8185,The climber backed the henchman but the company promised the refund to the customer and the saleslady seduced the finn.,Did the company promise the refund to the customer?,Yes,second,three,DativeConstruction,plausible
x1516,750 + 253 + 579 = x1516,1582,8186,The emperor mentioned the chiseler but the retailer refunded the money to the customer when the higher-ups escorted the embezzler.,Did the retailer refund the money to the customer?,Yes,second,three,DativeConstruction,plausible
x1517,264 + 585 + 370 = x1517,1219,8186,The emperor mentioned the chiseler but the retailer refunded the money to the customer when the higher-ups escorted the embezzler.,Did the retailer refund the money to the customer?,Yes,second,three,DativeConstruction,plausible
x1519,243 + 888 + 227 = x1519,1358,8187,The pediatrician asked the playwright but the employee relayed the message to the manager because the chiseler spoted the train.,Did the employee relay the message to the manager?,Yes,second,three,DativeConstruction,plausible
x1520,476 + 460 + 559 = x1520,1495,8187,The pediatrician asked the playwright but the employee relayed the message to the manager because the chiseler spoted the train.,Did the employee relay the message to the manager?,Yes,second,three,DativeConstruction,plausible
x1522,721 + 319 + 631 = x1522,1671,8188,The broker awaited the prosecutor but the borrower repaid the loan to the lender after the football noticed the plumber.,Did the borrower repay the loan to the lender?,Yes,second,three,DativeConstruction,plausible
x1523,184 + 755 + 194 = x1523,1133,8188,The broker awaited the prosecutor but the borrower repaid the loan to the lender after the football noticed the plumber.,Did the borrower repay the loan to the lender?,Yes,second,three,DativeConstruction,plausible
x1525,416 + 189 + 167 = x1525,772,8189,The usher poked the renegade when the worker sold the car to the customer and the vagrant heared the emperor.,Did the worker sell the car to the customer?,Yes,second,three,DativeConstruction,plausible
x1526,675 + 737 + 604 = x1526,2016,8189,The usher poked the renegade when the worker sold the car to the customer and the vagrant heared the emperor.,Did the worker sell the car to the customer?,Yes,second,three,DativeConstruction,plausible
x1528,242 + 379 + 728 = x1528,1349,8190,The neurologist entertained the fool when the chef sent the gift to the friend but the spokeswoman misinformed the nominee.,Did the chef send the gift to the friend?,Yes,second,three,DativeConstruction,plausible
x1529,187 + 834 + 408 = x1529,1429,8190,The neurologist entertained the fool when the chef sent the gift to the friend but the spokeswoman misinformed the nominee.,Did the chef send the gift to the friend?,Yes,second,three,DativeConstruction,plausible
x1531,624 + 815 + 239 = x1531,1678,8191,The physiologist complimented the helper when the waiter served the meals to the guys because the sorcerer provoked the teenager.,Did the waiter serve the meals to the guys?,Yes,second,three,DativeConstruction,plausible
x1532,742 + 146 + 454 = x1532,1342,8191,The physiologist complimented the helper when the waiter served the meals to the guys because the sorcerer provoked the teenager.,Did the waiter serve the meals to the guys?,Yes,second,three,DativeConstruction,plausible
x1534,303 + 861 + 646 = x1534,1810,8192,The miller accosted the interpreter when the lady shipped the package to the recipient after the sinner poked the bride.,Did the lady ship the package to the recipient?,Yes,second,three,DativeConstruction,plausible
x1535,591 + 192 + 939 = x1535,1722,8192,The miller accosted the interpreter when the lady shipped the package to the recipient after the sinner poked the bride.,Did the lady ship the package to the recipient?,Yes,second,three,DativeConstruction,plausible
x1537,229 + 594 + 727 = x1537,1550,8193,The dictator excused the storyteller because the guide showed the landmarks to the tourists and the sinner nudged the waitress.,Did the guide show the landmarks to the tourists?,Yes,second,three,DativeConstruction,plausible
x1538,453 + 624 + 126 = x1538,1203,8193,The dictator excused the storyteller because the guide showed the landmarks to the tourists and the sinner nudged the waitress.,Did the guide show the landmarks to the tourists?,Yes,second,three,DativeConstruction,plausible
x1540,466 + 905 + 123 = x1540,1494,8194,The mutineer understanded the protagonist because the man slipped the slip to the receptionist but the caterer bullied the entertainer.,Did the man slip the slip to the receptionist?,Yes,second,three,DativeConstruction,plausible
