Group,ItemID,Context,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,Question,Correct_answer,Target_sentence_position,Number_of_propositions,Condition,Plausibility,Item,Arithmetic,Task
D,11682,The barkeeper defeated the choreographer and the thug applauded the sinner when the wire was bent by the tailor.,The,barkeeper,defeated,the,choreographer,and,the,thug,applauded,the,sinner,when,the,wire,was,bent,by,the,tailor.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Was the tailor bent by the wire?,F,third,three,Passive,plausible,82,1digit_2addition,single
D,7941,The 3 murderer + replaced 9 the = commoner x1041 and 2 the + player 2 was = kicked x1042 by 2 the + ball 9 but = the x1043 vagrant 7 shamed + the 9 authorities.,The,3,murderer,+,replaced,9,the,=,commoner,x1041,and,2,the,+,player,2,was,=,kicked,x1042,by,2,the,+,ball,9,but,=,the,x1043,vagrant,7,shamed,+,the,9,authorities.,*,*,*,*,Was the player kicked by the ball?,J,second,three,Passive,implausible,101,1digit_2addition,dual
D,7942,The 2 embezzler + eyed 9 the = jester x1045 and 4 the + burglar 9 was = knocked x1046 by 8 the + door 9 when = the x1047 gnome 9 replaced + the 8 officer.,The,2,embezzler,+,eyed,9,the,=,jester,x1045,and,4,the,+,burglar,9,was,=,knocked,x1046,by,8,the,+,door,9,when,=,the,x1047,gnome,9,replaced,+,the,8,officer.,*,*,*,*,Was the burglar knocked by the door?,J,second,three,Passive,implausible,102,1digit_2addition,noisy-single
D,7961,The proofreader begrudged the prince and the dairyman teased the dean but the carpenter was assembled by the bookshelf.,The,proofreader,begrudged,the,prince,and,the,dairyman,teased,the,dean,but,the,carpenter,was,assembled,by,the,bookshelf.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Was the carpenter assembled by the bookshelf?,J,third,three,Passive,implausible,121,1digit_2addition,single
D,7882,The 6 maverick + followed 5 the = machinist x805 and 7 the + mat 2 was = bent x806 by 4 the + instructor 7 when = the x807 veterinarian 9 ridiculed + the 8 lieutenant.,The,6,maverick,+,followed,5,the,=,machinist,x805,and,7,the,+,mat,2,was,=,bent,x806,by,4,the,+,instructor,7,when,=,the,x807,veterinarian,9,ridiculed,+,the,8,lieutenant.,*,*,*,*,Was the mat bent by the instructor?,J,second,three,Passive,plausible,122,1digit_2addition,dual
D,7901,The 8 hitter + mentioned 6 the = toymaker x881 and 5 the + zealot 1 dazzled = the x882 creditor 5 but + the 3 door = was x883 kicked 9 by + the 4 guy.,The,8,hitter,+,mentioned,6,the,=,toymaker,x881,and,5,the,+,zealot,1,dazzled,=,the,x882,creditor,5,but,+,the,3,door,=,was,x883,kicked,9,by,+,the,4,guy.,*,*,*,*,Was the door kicked by the guy?,J,third,three,Passive,plausible,141,1digit_2addition,noisy-single
D,7902,The fortune-teller saluted the lineman and the restaurateur humiliated the running when the door was knocked by the student.,The,fortune-teller,saluted,the,lineman,and,the,restaurateur,humiliated,the,running,when,the,door,was,knocked,by,the,student.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Was the door knocked by the student?,J,third,three,Passive,plausible,142,1digit_2addition,single
D,11921,The 9 train + hurted 7 the = shortstop x6741 and 6 the + missionary 8 seduced = the x6742 physiologist 5 but + the 1 manager = allocated x6743 the 5 tasks + the 4 employees.,The,9,train,+,hurted,7,the,=,shortstop,x6741,and,6,the,+,missionary,8,seduced,=,the,x6742,physiologist,5,but,+,the,1,manager,=,allocated,x6743,the,5,tasks,+,the,4,employees.,*,*,*,*,Did the manager allocate the employees the tasks?,F,third,three,DoubleObjectConstruction,implausible,161,1digit_2addition,dual
D,11922,The 6 patriot + represented 6 the = sherpa x6745 and 4 the + benefactor 3 approved = the x6746 chairman 2 when + the 2 lady = assigned x6747 the 9 project + the 4 assistant.,The,6,patriot,+,represented,6,the,=,sherpa,x6745,and,4,the,+,benefactor,3,approved,=,the,x6746,chairman,2,when,+,the,2,lady,=,assigned,x6747,the,9,project,+,the,4,assistant.,*,*,*,*,Did the lady assign the assistant the project?,F,third,three,DoubleObjectConstruction,implausible,162,1digit_2addition,noisy-single
D,11941,The borrower owed the money the lender and the proctor scared the scout but the underwriter chastised the upholsterer.,The,borrower,owed,the,money,the,lender,and,the,proctor,scared,the,scout,but,the,underwriter,chastised,the,upholsterer.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the borrower owe the lender the money?,F,first,three,DoubleObjectConstruction,implausible,181,1digit_2addition,single
D,11862,The 4 pole + pursued 3 the = anesthesiologist x6505 and 4 the + geographer 8 extoled = the x6506 auditor 5 when + the 2 student = passed x6507 the 4 teacher + the 8 assignment.,The,4,pole,+,pursued,3,the,=,anesthesiologist,x6505,and,4,the,+,geographer,8,extoled,=,the,x6506,auditor,5,when,+,the,2,student,=,passed,x6507,the,4,teacher,+,the,8,assignment.,*,*,*,*,Did the student pass the assignment the teacher?,F,third,three,DoubleObjectConstruction,plausible,182,1digit_2addition,dual
D,11881,The 1 manager + allocated 2 the = department x6581 the 9 budget + and 3 the = butler x6582 infuriated 8 the + valet 5 but = the x6583 camper 1 exposed + the 7 telemarketer.,The,1,manager,+,allocated,2,the,=,department,x6581,the,9,budget,+,and,3,the,=,butler,x6582,infuriated,8,the,+,valet,5,but,=,the,x6583,camper,1,exposed,+,the,7,telemarketer.,*,*,*,*,Did the manager allocate the budget the department?,F,first,three,DoubleObjectConstruction,plausible,201,1digit_2addition,noisy-single
D,11882,The teacher assigned the students the homework and the censor fascinated the draftsman when the partner spooked the wizard.,The,teacher,assigned,the,students,the,homework,and,the,censor,fascinated,the,draftsman,when,the,partner,spooked,the,wizard.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the teacher assign the homework the students?,F,first,three,DoubleObjectConstruction,plausible,202,1digit_2addition,single
D,8141,The 4 trustee + fascinated 7 the = taxpayer x1841 and 1 the + australian 7 maddened = the x1842 sentry 3 but + the 3 debtor = owed x1843 the 1 debt + the 4 creditor.,The,4,trustee,+,fascinated,7,the,=,taxpayer,x1841,and,1,the,+,australian,7,maddened,=,the,x1842,sentry,3,but,+,the,3,debtor,=,owed,x1843,the,1,debt,+,the,4,creditor.,*,*,*,*,Did the debtor owe the debt the creditor?,J,third,three,DoubleObjectConstruction,implausible,221,1digit_2addition,dual
D,8142,The 3 nobleman + distracted 4 the = pawnbroker x1845 and 4 the + bassist 7 startled = the x1846 signatory 4 when + the 8 student = passed x1847 the 4 note + the 8 classmate.,The,3,nobleman,+,distracted,4,the,=,pawnbroker,x1845,and,4,the,+,bassist,7,startled,=,the,x1846,signatory,4,when,+,the,8,student,=,passed,x1847,the,4,note,+,the,8,classmate.,*,*,*,*,Did the student pass the note the classmate?,J,third,three,DoubleObjectConstruction,implausible,222,1digit_2addition,noisy-single
D,8241,The countess fighted the trooper and the manager allocated the employees to the tasks  but the embalmer hosted the ringleader.,The,countess,fighted,the,trooper,and,the,manager,allocated,the,employees,to,the,tasks,but,the,embalmer,hosted,the,ringleader.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the manager allocate the employees to the tasks?,J,second,three,DativeConstruction,implausible,241,1digit_2addition,single
D,8162,The 8 lady + assigned 6 the = project x1925 to 6 the + assistant 9 and = the x1926 agnostic 1 belittled + the 2 kleptomaniac = when x1927 the 3 salesman + dismissed 7 the = surfer.,The,8,lady,+,assigned,6,the,=,project,x1925,to,6,the,+,assistant,9,and,=,the,x1926,agnostic,1,belittled,+,the,2,kleptomaniac,=,when,x1927,the,3,salesman,+,dismissed,7,the,=,surfer.,*,*,Did the lady assign the project to the assistant?,J,first,three,DativeConstruction,plausible,242,1digit_2addition,dual
D,8181,The 6 defender + beged 4 the = embalmer x2001 and 7 the + borrower 9 owed = the x2002 money 2 to + the 5 lender = but x2003 the 2 foreman + ridiculed 2 the = psychiatrist.,The,6,defender,+,beged,4,the,=,embalmer,x2001,and,7,the,+,borrower,9,owed,=,the,x2002,money,2,to,+,the,5,lender,=,but,x2003,the,2,foreman,+,ridiculed,2,the,=,psychiatrist.,*,*,Did the borrower owe the money to the lender?,J,second,three,DativeConstruction,plausible,261,1digit_2addition,noisy-single
D,8182,The custodian peeved the midwife and the student passed the assignment to the teacher when the asylum snubed the litigator.,The,custodian,peeved,the,midwife,and,the,student,passed,the,assignment,to,the,teacher,when,the,asylum,snubed,the,litigator.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the student pass the assignment to the teacher?,J,second,three,DativeConstruction,plausible,262,1digit_2addition,single
D,12121,The 5 manager + allocated 2 the = department x7561 to 2 the + budget 3 and = the x7562 inventor 2 betraied + the 2 dissident = but x7563 the 1 herder + targeted 5 the = patrolman.,The,5,manager,+,allocated,2,the,=,department,x7561,to,2,the,+,budget,3,and,=,the,x7562,inventor,2,betraied,+,the,2,dissident,=,but,x7563,the,1,herder,+,targeted,5,the,=,patrolman.,*,*,Did the manager allocate the budget to the department?,F,first,three,DativeConstruction,implausible,281,1digit_2addition,dual
D,12122,The 6 teacher + assigned 3 the = students x7565 to 5 the + homework 4 and = the x7566 tramp 1 judged + the 5 violist = when x7567 the 2 instrumentalist + blamed 1 the = regular.,The,6,teacher,+,assigned,3,the,=,students,x7565,to,5,the,+,homework,4,and,=,the,x7566,tramp,1,judged,+,the,5,violist,=,when,x7567,the,2,instrumentalist,+,blamed,1,the,=,regular.,*,*,Did the teacher assign the homework to the students?,F,first,three,DativeConstruction,implausible,282,1digit_2addition,noisy-single
D,12141,The socialite enraged the steelworker and the debtor owed the creditor to the debt  but the usurper heared the groom.,The,socialite,enraged,the,steelworker,and,the,debtor,owed,the,creditor,to,the,debt,but,the,usurper,heared,the,groom.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the debtor owe the debt to the creditor?,F,second,three,DativeConstruction,implausible,301,1digit_2addition,single
D,12062,The 9 student + passed 6 the = note x7305 to 6 the + classmate 6 and = the x7306 weaver 1 plagiarized + the 8 interpreter = when x7307 the 1 wizard + strangled 7 the = chemist.,The,9,student,+,passed,6,the,=,note,x7305,to,6,the,+,classmate,6,and,=,the,x7306,weaver,1,plagiarized,+,the,8,interpreter,=,when,x7307,the,1,wizard,+,strangled,7,the,=,chemist.,*,*,Did the student pass the classmate to the note?,F,first,three,DativeConstruction,plausible,302,1digit_2addition,dual
D,12161,The 1 supplier + agitated 6 the = sportscaster x7721 and 8 the + excavator 1 undermined = the x7722 neighbor 9 but + the 1 chef = baked x7723 the 8 child + the 2 cookies.,The,1,supplier,+,agitated,6,the,=,sportscaster,x7721,and,8,the,+,excavator,1,undermined,=,the,x7722,neighbor,9,but,+,the,1,chef,=,baked,x7723,the,8,child,+,the,2,cookies.,*,*,*,*,Did the chef bake the cookies the child?,F,third,three,BenefactiveDoubleObjectConstruction,plausible,321,1digit_2addition,noisy-single
D,12162,The renegade nominated the petitioner and the embalmer interviewed the watchmaker when the agent booked the traveler the flight.,The,renegade,nominated,the,petitioner,and,the,embalmer,interviewed,the,watchmaker,when,the,agent,booked,the,traveler,the,flight.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the agent book the flight the traveler?,F,third,three,BenefactiveDoubleObjectConstruction,plausible,322,1digit_2addition,single
D,8421,The 5 paleontologist + scared 3 the = mover x2981 and 9 the + thief 9 stole = the x2982 item 9 the + criminal 9 but = the x2983 pawnbroker 6 humiliated + the 5 spokesman.,The,5,paleontologist,+,scared,3,the,=,mover,x2981,and,9,the,+,thief,9,stole,=,the,x2982,item,9,the,+,criminal,9,but,=,the,x2983,pawnbroker,6,humiliated,+,the,5,spokesman.,*,*,*,*,Did the thief steal the item the criminal?,J,second,three,BenefactiveDoubleObjectConstruction,implausible,341,1digit_2addition,dual
D,8422,The 9 pawnbroker + defeated 1 the = commentator x2985 and 9 the + roommate 4 washed = the x2986 dish 5 the + friend 8 when = the x2987 ringleader 7 mollified + the 5 zoologist.,The,9,pawnbroker,+,defeated,1,the,=,commentator,x2985,and,9,the,+,roommate,4,washed,=,the,x2986,dish,5,the,+,friend,8,when,=,the,x2987,ringleader,7,mollified,+,the,5,zoologist.,*,*,*,*,Did the roommate wash the dish the friend?,J,second,three,BenefactiveDoubleObjectConstruction,implausible,342,1digit_2addition,noisy-single
D,8441,The barkeeper infuriated the commander and the entertainer seduced the despot but the maid cleaned the rooms the siblings.,The,barkeeper,infuriated,the,commander,and,the,entertainer,seduced,the,despot,but,the,maid,cleaned,the,rooms,the,siblings.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the maid clean the rooms the siblings?,J,third,three,BenefactiveDoubleObjectConstruction,implausible,361,1digit_2addition,single
D,8362,The 6 jogger + spoted 2 the = groom x2745 and 3 the + researcher 1 compiled = the x2746 team 7 the + report 2 when = the x2747 medic 3 defeated + the 5 weatherman.,The,6,jogger,+,spoted,2,the,=,groom,x2745,and,3,the,+,researcher,1,compiled,=,the,x2746,team,7,the,+,report,2,when,=,the,x2747,medic,3,defeated,+,the,5,weatherman.,*,*,*,*,Did the researcher compile the team the report?,J,second,three,BenefactiveDoubleObjectConstruction,plausible,362,1digit_2addition,dual
D,8381,The 2 carrier + delighted 5 the = bassist x2821 and 2 the + oncologist 1 challenged = the x2822 archivist 8 but + the 9 conservationist = saved x2823 the 8 squirrel + the 8 nuts.,The,2,carrier,+,delighted,5,the,=,bassist,x2821,and,2,the,+,oncologist,1,challenged,=,the,x2822,archivist,8,but,+,the,9,conservationist,=,saved,x2823,the,8,squirrel,+,the,8,nuts.,*,*,*,*,Did the conservationist save the squirrel the nuts?,J,third,three,BenefactiveDoubleObjectConstruction,plausible,381,1digit_2addition,noisy-single
D,8382,The linguist investigated the telemarketer and the australian smacked the manservant when the owner secured the dog the leash.,The,linguist,investigated,the,telemarketer,and,the,australian,smacked,the,manservant,when,the,owner,secured,the,dog,the,leash.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the owner secure the dog the leash?,J,third,three,BenefactiveDoubleObjectConstruction,plausible,382,1digit_2addition,single
D,12401,The 9 go-between + interviewed 9 the = contender x8681 and 8 the + pollster 7 tested = the x8682 healer 9 but + the 5 chef = baked x8683 the 9 child + for 1 the = cookies.,The,9,go-between,+,interviewed,9,the,=,contender,x8681,and,8,the,+,pollster,7,tested,=,the,x8682,healer,9,but,+,the,5,chef,=,baked,x8683,the,9,child,+,for,1,the,=,cookies.,*,*,Did the chef bake the cookies for the child?,F,third,three,BenefactiveFor,implausible,401,1digit_2addition,dual
D,12402,The 4 cabbie + repulsed 9 the = plaintiff x8685 and 5 the + suspect 7 strangled = the x8686 rogue 1 when + the 6 agent = booked x8687 the 2 traveler + for 8 the = flight.,The,4,cabbie,+,repulsed,9,the,=,plaintiff,x8685,and,5,the,+,suspect,7,strangled,=,the,x8686,rogue,1,when,+,the,6,agent,=,booked,x8687,the,2,traveler,+,for,8,the,=,flight.,*,*,Did the agent book the flight for the traveler?,F,third,three,BenefactiveFor,implausible,402,1digit_2addition,noisy-single
D,12421,The thief stole the criminal for the item and the sinner nominated the stenographer but the landscaper scared the auctioneer.,The,thief,stole,the,criminal,for,the,item,and,the,sinner,nominated,the,stenographer,but,the,landscaper,scared,the,auctioneer.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the thief steal the item for the criminal?,F,first,three,BenefactiveFor,implausible,421,1digit_2addition,single
D,12342,The 5 governor + lashed 5 the = taxpayer x8445 and 8 the + veteran 2 shoved = the x8446 bassist 4 when + the 2 roommate = washed x8447 the 7 dish + for 7 the = friend.,The,5,governor,+,lashed,5,the,=,taxpayer,x8445,and,8,the,+,veteran,2,shoved,=,the,x8446,bassist,4,when,+,the,2,roommate,=,washed,x8447,the,7,dish,+,for,7,the,=,friend.,*,*,Did the roommate wash the friend for the dish?,F,third,three,BenefactiveFor,plausible,422,1digit_2addition,dual
D,12361,The 4 maid + cleaned 1 the = rooms x8521 for 8 the + siblings 6 and = the x8522 porter 5 filmed + the 4 adulterer = but x8523 the 5 messenger + appeased 8 the = delivery.,The,4,maid,+,cleaned,1,the,=,rooms,x8521,for,8,the,+,siblings,6,and,=,the,x8522,porter,5,filmed,+,the,4,adulterer,=,but,x8523,the,5,messenger,+,appeased,8,the,=,delivery.,*,*,Did the maid clean the siblings for the rooms?,F,first,three,BenefactiveFor,plausible,441,1digit_2addition,noisy-single
D,12362,The researcher compiled the report for the team and the pastor visited the pharmacist when the prima_donna singed the gymnast.,The,researcher,compiled,the,report,for,the,team,and,the,pastor,visited,the,pharmacist,when,the,prima_donna,singed,the,gymnast.,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,Did the researcher compile the team for the report?,F,first,three,BenefactiveFor,plausible,442,1digit_2addition,single
D,8621,The 5 dog + assuaged 2 the = patriot x3781 and 9 the + yachtsman 9 belittled = the x3782 clown 8 but + the 5 conservationist = saved x3783 the 2 squirrel + for 3 the = nuts.,The,5,dog,+,assuaged,2,the,=,patriot,x3781,and,9,the,+,yachtsman,9,belittled,=,the,x3782,clown,8,but,+,the,5,conservationist,=,saved,x3783,the,2,squirrel,+,for,3,the,=,nuts.,*,*,Did the conservationist save the squirrel for the nuts?,J,third,three,BenefactiveFor,implausible,461,1digit_2addition,dual
D,8622,The 3 instrumentalist + pinched 3 the = hitter x3785 and 1 the + astronaut 3 tested = the x3786 miller 9 when + the 9 owner = secured x3787 the 2 dog + for 8 the = leash.,The,3,instrumentalist,+,pinched,3,the,=,hitter,x3785,and,1,the,+,astronaut,3,tested,=,the,x3786,miller,9,when,+,the,9,owner,=,secured,x3787,the,2,dog,+,for,8,the,=,leash.,*,*,Did the owner secure the dog for the leash?,J,third,three,BenefactiveFor,implausible,462,1digit_2addition,noisy-single
